id,LHNo,Subject:,Date,Tags,Description
134,75-0123,Civil War,1860,civil war era envelope; general winfield scott; patriotic imagery; handwritten address; 1859 postmark,"An 1859 patriotic envelope featuring a portrait of General Winfield Scott with an eagle and American flags, addressed in handwriting to Flemingsburg, Ohio, with text describing Scott as ""Brave in the Field, Wise in Council, a true Patriot, Loyal to the Constitution and the Union."""
135,75-0124,,,pocket watch; roman numerals; open face; black and white photograph; timepiece,"A black and white photograph of an open-faced pocket watch with Roman numeral markings and a visible dial, displayed against a plain background with its cover case shown below."
136,75-0125,,,pocket watch; ornate engraving; metal case; black and white photograph; decorative design,"A black and white photograph of an ornately engraved pocket watch with elaborate scrollwork and a classical profile portrait on its cover, shown against a plain background."
137,75-0126,Civil War,1863,,
138,75-0127,,,keuka lake; grove spring hotel; dock landing; gazebo; early 1900s; black and white photograph,"This photograph shows the Grove Spring Hotel Landing at Keuka Lake, New York, featuring a wooden dock with railings, a gazebo structure, and hotel buildings surrounded by trees, circa early 1900s."
139,75-0128,Isabel Walker Drake Family Photo,c. 1900,winter scene; snow; woman with child; residential neighborhood; black and white photograph,"A woman identified as part of the Isabel Walker Drake family holds a young child in a snowy yard circa 1900, with bare trees, a picket fence, and Victorian-era houses visible in the background in Corning, NY."
140,75-0129,Isabel Walker Drake Family Photo,c. 1900,victorian house; woman with bicycle; front porch; circa 1900; black and white photograph,"A woman in early 1900s dress stands with a bicycle in front of a Victorian-era house with a wraparound porch and decorative trim in Corning, NY, as part of the Isabel Walker Drake Family Photo collection."
141,75-0130,Isabel Walker Drake Family Photo,c. 1900,rural farmstead; family group; early 1900s; agricultural landscape; black and white photograph,"A circa 1900 photograph of the Isabel Walker Drake family posed outdoors on their farm property in Corning, NY, showing multiple family members standing near a two-story house with outbuildings, cultivated fields, and trees visible in the background."
142,75-0131,Balloonists,1900,hot air balloon; early aviation; outdoor gathering; riverside landscape; black and white photograph,"A large hot air balloon is tethered in a field near a river in Corning, NY around 1900, with spectators gathered to observe the aircraft, hills visible in the background, and period buildings along the riverbank."
143,75-0132,Isabel Walker Drake Family Photo,c. 1900,rural landscape; woman with dog; early 1900s; bare trees; utility poles; black and white photograph,"A woman in dark clothing stands with a white dog on a rural dirt road lined with bare trees and utility poles, with farm buildings visible in the background, circa 1900."
144,75-0133,Isabel Walker Drake Family Photo,c. 1900,family portrait; winter scene; Victorian house; horse; early 1900s; black and white photograph,"A black and white photograph from circa 1900 showing the Isabel Walker Drake family posed with a horse in front of a Victorian-era house in Corning, NY, with bare trees and snow visible on the ground."
145,75-0134,Isabel Walker Drake Family Photo,c. 1900,,
146,75-0135,Isabel Walker Drake Family Photo,c. 1900,family gathering; early 1900s; rural landscape; group portrait; black and white photograph,"A black and white photograph from circa 1900 showing the Isabel Walker Drake family and others gathered outdoors in a rural setting with hills in the background, tents visible on the right side, and multiple people in period clothing standing along a dirt path."
147,75-0136,Isabel Walker Drake Family Photo,c. 1900,ice skating; frozen river; family group; winter recreation; early 1900s,"A black and white photograph showing the Isabel Walker Drake family ice skating together on a frozen river or pond in Corning, NY, circa 1900, with bare trees visible along the shoreline in the background."
148,75-0137,Isabel Walker Drake Family Photo,c. 1900,frozen river; winter recreation; early 1900s; family group; black and white photograph,"A woman from the Isabel Walker Drake family sits on a frozen river or pond circa 1900, with several other people visible in the background on the ice near bare winter trees and hills in Corning, NY."
149,75-0138,Isabel Walker Drake Family Photo,c. 1900,,
150,75-0139,Isabel Walker Drake Family Photo,c. 1900,horse-drawn carriage; residential street; early 1900s; bare trees; victorian houses; black and white photograph,"A circa 1900 photograph showing the Isabel Walker Drake family with a horse-drawn carriage on a residential street in Corning, NY, lined with Victorian-era houses and bare trees."
151,75-0140,Isabel Walker Drake Family Photo,c. 1900,family portrait; early 1900s; women; bridge; rural landscape; black and white photograph,A circa 1900 photograph of the Isabel Walker Drake family showing two women in period dress standing at a wooden railing overlooking a rural landscape with a steel truss bridge visible in the distance.
152,75-0141,Isabel Walker Drake Family Photo,c. 1900,early automobile; racing car; spectators; early 1900s; black and white photograph,"A composite photograph showing an early racing automobile with a driver at the top, and two scenes below depicting groups of spectators in period dress (circa 1900) gathered to observe the vehicle, documenting the Isabel Walker Drake family's connection to early automotive history in Corning, NY."
